2024-10-19 22:17:40,826 INFO    StreamThr :21664 [internal.py:wandb_internal():85] W&B internal server running at pid: 21664, started at: 2024-10-19 22:17:40.826499
2024-10-19 22:17:40,827 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: status
2024-10-19 22:17:40,835 INFO    WriterThread:21664 [datastore.py:open_for_write():87] open: /Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/wandb/run-20241019_221740-viku77j3/run-viku77j3.wandb
2024-10-19 22:17:40,835 DEBUG   SenderThread:21664 [sender.py:send():379] send: header
2024-10-19 22:17:40,852 DEBUG   SenderThread:21664 [sender.py:send():379] send: run
2024-10-19 22:17:41,219 INFO    SenderThread:21664 [dir_watcher.py:__init__():211] watching files in: /Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/wandb/run-20241019_221740-viku77j3/files
2024-10-19 22:17:41,219 INFO    SenderThread:21664 [sender.py:_start_run_threads():1188] run started: viku77j3 with start time 1729369060.827756
2024-10-19 22:17:41,230 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: check_version
2024-10-19 22:17:41,230 DEBUG   SenderThread:21664 [sender.py:send_request():406] send_request: check_version
2024-10-19 22:17:41,266 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: run_start
2024-10-19 22:17:41,271 DEBUG   HandlerThread:21664 [system_info.py:__init__():26] System info init
2024-10-19 22:17:41,271 DEBUG   HandlerThread:21664 [system_info.py:__init__():41] System info init done
2024-10-19 22:17:41,271 INFO    HandlerThread:21664 [system_monitor.py:start():194] Starting system monitor
2024-10-19 22:17:41,271 INFO    SystemMonitor:21664 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-10-19 22:17:41,271 INFO    HandlerThread:21664 [system_monitor.py:probe():214] Collecting system info
2024-10-19 22:17:41,271 INFO    SystemMonitor:21664 [interfaces.py:start():188] Started cpu monitoring
2024-10-19 22:17:41,272 INFO    SystemMonitor:21664 [interfaces.py:start():188] Started disk monitoring
2024-10-19 22:17:41,273 INFO    SystemMonitor:21664 [interfaces.py:start():188] Started gpuapple monitoring
2024-10-19 22:17:41,276 INFO    SystemMonitor:21664 [interfaces.py:start():188] Started memory monitoring
2024-10-19 22:17:41,277 INFO    SystemMonitor:21664 [interfaces.py:start():188] Started network monitoring
2024-10-19 22:17:41,631 DEBUG   HandlerThread:21664 [system_info.py:probe():152] Probing system
2024-10-19 22:17:41,635 DEBUG   HandlerThread:21664 [system_info.py:_probe_git():137] Probing git
2024-10-19 22:17:41,657 DEBUG   HandlerThread:21664 [system_info.py:_probe_git():145] Probing git done
2024-10-19 22:17:41,657 DEBUG   HandlerThread:21664 [system_info.py:probe():200] Probing system done
2024-10-19 22:17:41,658 DEBUG   HandlerThread:21664 [system_monitor.py:probe():223] {'os': 'macOS-13.0-arm64-arm-64bit', 'python': '3.11.0', 'heartbeatAt': '2024-10-19T20:17:41.631235', 'startedAt': '2024-10-19T20:17:40.819392', 'docker': None, 'cuda': None, 'args': ('--env', 'Bestoften-paths-alchemy', '--local_mode'), 'state': 'running', 'program': '/Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/sapiens.py', 'codePathLocal': 'sapiens.py', 'codePath': 'sapiens/sapiens.py', 'git': {'remote': 'https://github.com/eleninisioti/SAPIENS_jax.git', 'commit': '577250f4a3988348230e1fd73a96e747b6af6818'}, 'email': 'elennisioti@gmail.com', 'root': '/Users/enis/Desktop/workspace/projects/SAPIENS_jax', 'host': 'Elenis-MacBook-Pro.local', 'username': 'enis', 'executable': '/Users/enis/miniconda3/envs/GrowAI_framework/bin/python3.11', 'cpu_count': 12, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3504, 'min': 702, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 702, 'max': 3504}], 'disk': {'/': {'total': 926.3517189025879, 'used': 12.266864776611328}}, 'gpuapple': {'type': 'Apple M2 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-10-19 22:17:41,658 INFO    HandlerThread:21664 [system_monitor.py:probe():224] Finished collecting system info
2024-10-19 22:17:41,658 INFO    HandlerThread:21664 [system_monitor.py:probe():227] Publishing system info
2024-10-19 22:17:41,658 DEBUG   HandlerThread:21664 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-10-19 22:17:42,224 INFO    Thread-12 :21664 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/wandb/run-20241019_221740-viku77j3/files/conda-environment.yaml
2024-10-19 22:17:42,863 DEBUG   HandlerThread:21664 [system_info.py:_save_conda():224] Saving conda packages done
2024-10-19 22:17:42,863 INFO    HandlerThread:21664 [system_monitor.py:probe():229] Finished publishing system info
2024-10-19 22:17:42,866 DEBUG   SenderThread:21664 [sender.py:send():379] send: files
2024-10-19 22:17:42,866 INFO    SenderThread:21664 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-10-19 22:17:42,981 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: python_packages
2024-10-19 22:17:42,981 DEBUG   SenderThread:21664 [sender.py:send_request():406] send_request: python_packages
2024-10-19 22:17:42,981 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: stop_status
2024-10-19 22:17:42,981 DEBUG   SenderThread:21664 [sender.py:send_request():406] send_request: stop_status
2024-10-19 22:17:42,982 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:43,224 DEBUG   SenderThread:21664 [sender.py:send():379] send: telemetry
2024-10-19 22:17:43,224 INFO    Thread-12 :21664 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/wandb/run-20241019_221740-viku77j3/files/conda-environment.yaml
2024-10-19 22:17:43,225 INFO    Thread-12 :21664 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/wandb/run-20241019_221740-viku77j3/files/requirements.txt
2024-10-19 22:17:43,225 INFO    Thread-12 :21664 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/wandb/run-20241019_221740-viku77j3/files/wandb-metadata.json
2024-10-19 22:17:43,225 INFO    Thread-12 :21664 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/wandb/run-20241019_221740-viku77j3/files/output.log
2024-10-19 22:17:43,392 INFO    wandb-upload_0:21664 [upload_job.py:push():130] Uploaded file /var/folders/9v/m9sfgs4x2wq8b_j6xpzf9cjr0000gn/T/tmpszj9u784wandb/g3l13zcw-wandb-metadata.json
2024-10-19 22:17:43,987 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:44,992 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:45,235 INFO    Thread-12 :21664 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/wandb/run-20241019_221740-viku77j3/files/output.log
2024-10-19 22:17:45,997 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:46,233 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: status_report
2024-10-19 22:17:47,002 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:48,007 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:49,012 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:50,014 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:51,019 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:52,006 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: status_report
2024-10-19 22:17:52,020 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:53,023 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:54,024 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:55,030 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:56,034 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:57,036 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:57,986 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: stop_status
2024-10-19 22:17:57,987 DEBUG   SenderThread:21664 [sender.py:send_request():406] send_request: stop_status
2024-10-19 22:17:58,041 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:17:58,186 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: status_report
2024-10-19 22:17:59,046 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:00,052 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:01,054 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:02,058 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:03,063 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:03,999 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: status_report
2024-10-19 22:18:04,068 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:05,073 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:06,078 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:07,083 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:08,085 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:09,005 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: status_report
2024-10-19 22:18:09,091 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:10,095 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:11,101 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:12,106 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:12,991 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: stop_status
2024-10-19 22:18:12,991 DEBUG   SenderThread:21664 [sender.py:send_request():406] send_request: stop_status
2024-10-19 22:18:13,109 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:14,114 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:14,177 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: status_report
2024-10-19 22:18:14,345 INFO    Thread-12 :21664 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/enis/Desktop/workspace/projects/SAPIENS_jax/sapiens/wandb/run-20241019_221740-viku77j3/files/config.yaml
2024-10-19 22:18:15,119 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:16,124 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:17,129 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:18,134 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:19,134 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:20,015 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: status_report
2024-10-19 22:18:20,139 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:21,141 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:22,146 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:23,151 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:24,154 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:25,020 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: status_report
2024-10-19 22:18:25,156 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:26,160 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:27,166 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:27,993 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: stop_status
2024-10-19 22:18:27,993 DEBUG   SenderThread:21664 [sender.py:send_request():406] send_request: stop_status
2024-10-19 22:18:28,170 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:29,176 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
2024-10-19 22:18:30,181 DEBUG   HandlerThread:21664 [handler.py:handle_request():158] handle_request: internal_messages
